case_id,comment,screen_on,brightness,digital,logo,rim_state,rdygo,turn_left,turn_right,ring,recv_timeout,delay_after,send_ok,recv_ok,read_ok,recv_hex,read_hex,verdict,checks,elapsed_s,timestamp
11,,1,5,0,0,0,0,1,0,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 53 35 33 33 33 33 33 33 33 33 33 33 33 33 33 FC 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 53 35 33 33 33 33 33 0C 55,PASS,未提供期望项（按通过处理）,2.339,2025-08-25 20:19:09
12,,1,5,0,0,0,0,1,0,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 53 37 33 33 33 33 33 33 33 33 33 33 33 33 33 3D 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 53 37 33 33 33 33 33 A8 55,PASS,未提供期望项（按通过处理）,2.344,2025-08-25 20:19:11
13,,1,5,0,0,0,0,1,1,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 D3 33 33 33 33 33 33 33 33 33 33 33 33 33 33 D1 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 D3 33 33 33 33 33 33 D4 55,PASS,未提供期望项（按通过处理）,2.371,2025-08-25 20:19:14
14,,1,5,0,0,0,0,1,1,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 36 33 33 33 3E 33 33 33 33 D3 35 33 33 33 33 33 33 33 33 33 33 33 33 33 7A 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 D3 35 33 33 33 33 33 25 55,PASS,未提供期望项（按通过处理）,2.378,2025-08-25 20:19:16
15,,1,5,0,0,0,0,1,1,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 D3 37 33 33 33 33 33 33 33 33 33 33 33 33 33 4E 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 D3 37 33 33 33 33 33 81 55,PASS,未提供期望项（按通过处理）,2.337,2025-08-25 20:19:18
16,,1,5,0,0,0,0,1,2,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 53 34 33 33 33 33 33 33 33 33 33 33 33 33 33 D6 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 53 34 33 33 33 33 33 5E 55,PASS,未提供期望项（按通过处理）,2.35,2025-08-25 20:19:21
17,,1,5,0,0,0,0,1,2,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 36 33 33 33 3E 33 33 33 33 53 36 33 33 33 33 33 33 33 33 33 33 33 33 33 E2 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 53 36 33 33 33 33 33 FA 55,PASS,未提供期望项（按通过处理）,2.355,2025-08-25 20:19:23
18,,1,5,0,0,0,0,1,2,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 53 38 33 33 33 33 33 33 33 33 33 33 33 33 33 33 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 53 38 33 33 33 33 33 A1 55,PASS,未提供期望项（按通过处理）,2.344,2025-08-25 20:19:26
19,,1,5,0,0,0,0,2,0,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 73 33 33 33 33 33 33 33 33 33 33 33 33 33 33 A6 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 33 33 33 33 33 33 70 55,PASS,未提供期望项（按通过处理）,2.352,2025-08-25 20:19:28
20,,1,5,0,0,0,0,2,0,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 73 35 33 33 33 33 33 33 33 33 33 33 33 33 33 BC 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 35 33 33 33 33 33 81 55,PASS,未提供期望项（按通过处理）,2.352,2025-08-25 20:19:30
21,,1,5,0,0,0,0,2,0,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 73 37 33 33 33 33 33 33 33 33 33 33 33 33 33 39 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 37 33 33 33 33 33 25 55,PASS,未提供期望项（按通过处理）,2.374,2025-08-25 20:19:33
22,,1,5,0,0,0,0,2,1,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 F3 33 33 33 33 33 33 33 33 33 33 33 33 33 33 D5 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 F3 33 33 33 33 33 33 59 55,PASS,未提供期望项（按通过处理）,2.346,2025-08-25 20:19:35
23,,1,5,0,0,0,0,2,1,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 F3 35 33 33 33 33 33 33 33 33 33 33 33 33 33 CF 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 F3 35 33 33 33 33 33 A8 55,PASS,未提供期望项（按通过处理）,2.35,2025-08-25 20:19:37
24,,1,5,0,0,0,0,2,1,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 F3 37 33 33 33 33 33 33 33 33 33 33 33 33 33 4A 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 F3 37 33 33 33 33 33 0C 55,PASS,未提供期望项（按通过处理）,2.485,2025-08-25 20:19:40
25,,1,5,0,0,0,0,2,2,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 73 34 33 33 33 33 33 33 33 33 33 33 33 33 33 D2 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 34 33 33 33 33 33 D3 55,PASS,未提供期望项（按通过处理）,2.505,2025-08-25 20:19:42
26,,1,5,0,0,0,0,2,2,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 73 36 33 33 33 33 33 33 33 33 33 33 33 33 33 57 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 36 33 33 33 33 33 77 55,PASS,未提供期望项（按通过处理）,2.529,2025-08-25 20:19:45
27,,1,5,0,0,0,0,2,2,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 39 33 33 33 3E 33 33 33 33 73 38 33 33 33 33 33 33 33 33 33 33 33 33 33 C2 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 73 38 33 33 33 33 33 2C 55,PASS,未提供期望项（按通过处理）,2.593,2025-08-25 20:19:48
28,,1,5,0,0,0,1,0,0,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3B 33 33 33 33 33 33 33 33 33 33 33 33 33 33 B2 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 33 33 33 33 33 33 4E 55,PASS,未提供期望项（按通过处理）,2.559,2025-08-25 20:19:50
29,,1,5,0,0,0,1,0,0,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3B 35 33 33 33 33 33 33 33 33 33 33 33 33 33 EC 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 35 33 33 33 33 33 BF 55,PASS,未提供期望项（按通过处理）,2.505,2025-08-25 20:19:53
30,,1,5,0,0,0,1,0,0,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3B 37 33 33 33 33 33 33 33 33 33 33 33 33 33 2D 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 37 33 33 33 33 33 1B 55,PASS,未提供期望项（按通过处理）,2.542,2025-08-25 20:19:55
31,,1,5,0,0,0,1,0,1,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 BB 33 33 33 33 33 33 33 33 33 33 33 33 33 33 C1 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BB 33 33 33 33 33 33 67 55,PASS,未提供期望项（按通过处理）,2.512,2025-08-25 20:19:58
32,,1,5,0,0,0,1,0,1,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 BB 35 33 33 33 33 33 33 33 33 33 33 33 33 33 DB 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BB 35 33 33 33 33 33 96 55,PASS,未提供期望项（按通过处理）,2.523,2025-08-25 20:20:00
33,,1,5,0,0,0,1,0,1,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 BB 37 33 33 33 33 33 33 33 33 33 33 33 33 33 1A 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 BB 37 33 33 33 33 33 32 55,PASS,未提供期望项（按通过处理）,2.473,2025-08-25 20:20:03
34,,1,5,0,0,0,1,0,2,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3B 34 33 33 33 33 33 33 33 33 33 33 33 33 33 82 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 34 33 33 33 33 33 ED 55,PASS,未提供期望项（按通过处理）,2.547,2025-08-25 20:20:05
35,,1,5,0,0,0,1,0,2,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 3B 36 33 33 33 33 33 33 33 33 33 33 33 33 33 43 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 36 33 33 33 33 33 49 55,PASS,未提供期望项（按通过处理）,2.547,2025-08-25 20:20:08
36,,1,5,0,0,0,1,0,2,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 34 33 37 33 38 33 33 33 3E 33 33 33 33 3B 38 33 33 33 33 33 33 33 33 33 33 33 33 33 42 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 3B 38 33 33 33 33 33 12 55,PASS,未提供期望项（按通过处理）,2.506,2025-08-25 20:20:10
37,,1,5,0,0,0,1,1,0,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 5B 33 33 33 33 33 33 33 33 33 33 33 33 33 33 A3 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5B 33 33 33 33 33 33 D9 55,PASS,未提供期望项（按通过处理）,2.533,2025-08-25 20:20:13
38,,1,5,0,0,0,1,1,0,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 5B 35 33 33 33 33 33 33 33 33 33 33 33 33 33 FD 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5B 35 33 33 33 33 33 28 55,PASS,未提供期望项（按通过处理）,2.459,2025-08-25 20:20:15
39,,1,5,0,0,0,1,1,0,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 34 33 37 33 37 33 33 33 3E 33 33 33 33 5B 37 33 33 33 33 33 33 33 33 33 33 33 33 33 19 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5B 37 33 33 33 33 33 8C 55,PASS,未提供期望项（按通过处理）,2.543,2025-08-25 20:20:18
40,,1,5,0,0,0,1,1,1,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 DB 33 33 33 33 33 33 33 33 33 33 33 33 33 33 D0 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 DB 33 33 33 33 33 33 F0 55,PASS,未提供期望项（按通过处理）,2.538,2025-08-25 20:20:20
41,,1,5,0,0,0,1,1,1,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 DB 35 33 33 33 33 33 33 33 33 33 33 33 33 33 CA 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 DB 35 33 33 33 33 33 01 55,PASS,未提供期望项（按通过处理）,2.509,2025-08-25 20:20:23
42,,1,5,0,0,0,1,1,1,2,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 DB 37 33 33 33 33 33 33 33 33 33 33 33 33 33 0B 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 DB 37 33 33 33 33 33 A5 55,PASS,未提供期望项（按通过处理）,2.534,2025-08-25 20:20:26
43,,1,5,0,0,0,1,1,2,0,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 37 33 33 33 3E 33 33 33 33 5B 34 33 33 33 33 33 33 33 33 33 33 33 33 33 D7 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5B 34 33 33 33 33 33 7A 55,PASS,未提供期望项（按通过处理）,2.494,2025-08-25 20:20:28
44,,1,5,0,0,0,1,1,2,1,,0.0,True,True,True,A5 60 9F A5 83 55 33 93 7F 63 64 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 89 66 69 66 65 85 64 63 64 76 63 64 92 75 A7 63 65 33 33 33 33 33 37 33 38 33 33 33 3E 33 33 33 33 5B 36 33 33 33 33 33 33 33 33 33 33 33 33 33 52 55,A5 60 9F A5 81 0D 3B 3E 33 33 33 33 5B 36 33 33 33 33 33 DE 55,PASS,未提供期望项（按通过处理）,2.502,2025-08-25 20:20:31
